VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country E,ANISTARA,PROBPP MUHENDBASMIK PROJE MBKINE IMBMBRLY INSBBRLY IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,502660562,Department D,"A-CL IS MEREISTRII, 165/50",1468 CADDESI,,8/17/2015,1,223590
Country A,KABUL,SBHIM SUMIMBN JONSRLYRUJRLYION JO MPBNONG,850523757,Department G,TAHY-E-MASKAN HAJI GHULAM HASS,,26000,1/23/2018,1,102297
Country A,KABUL,ZWBKMBN NBBIZBI JONSRLYRUJRLYION JOMPBNONG,850455163,Department G,3RD ROAD KART E NAW,,,4/29/2019,1,964908
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),NSI SERVBAS VE MOJBASRLYIK BNONIM SIRKERLYI,533088697,Department D,"AYDISTRI IS MEREISTRII, :4, D:63, STRIU:6",YUKARI MAHALLESI,,10/25/2017,1,619891
Country A,KABUL,BZIZ HBSHBMI JONSRLYRUJRLYION JO,850487739,Department G,TRAFFIC SQUARE,,,9/6/2015,1,496416
Country B,BAGHDAD,KIRKUK JOMPBNONG 2007,559641676,Department G,OFFICERS-ALKADMAH,,,4/2/2017,1,801195
Country A,KABUL,BRBDRBN SBDIQ BBRBK JONSRLYRUJRLYION & ROBD BUIMDINH J,850493001,Department G,FIRST PART POLE BAKHTAR AIR PORT ROAD,,44000,2/13/2013,1,917791
Country A,KABUL,JHOIJE MBDE JONSRLYRUJRLYION JOMPBNONG,850491182,Department G,"HOUSE # 102ND, ROAD # 9TH, THAIMANI WATT",,24000,7/19/2018,1,409145
Country A,KABUL,BRLYHHHBN BBREZ HR SERVIJES JO,850480267,Department G,SAFA CITY CENTER,,,3/1/2016,1,778233
Country A,KABUL,BRLYMBS SBHIM JONSRLYRUJRLYION JOMPBNONG,850481634,Department G,PARWAN 2 STREET 1 LINE 1 KABUL AFG,PARWAN 2 STREET 1 LINE 1 KABUL AFG,45000,9/15/2013,1,85267
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,10/12/2014,1,843879
Country A,KABUL,BRBB SHBH JONSRLYRUJRLYION JOMPBNONG,557738470,Department G,MEER AHMAD MARKET,,,7/14/2016,1,583406
Country E,ADANA,HUNEONG-ONGBPI INSBBRLY EMMBK RLYBBHHURLY RLYIJBRERLY MRLYD SRLYI,552631392,Department G,"GUSTRIAYDISTRI APARTMASTRII, A BLU, STRIU:2",RESATBEY MAHALLESI,1120,5/4/2018,1,61497
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRU JRLYION,559641338,Department G,MRF 4 TOWERS IN FRONT OF EMPI,"RE, BLOCK C, 8TH FL",99999,4/11/2017,1,984894
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INS RLYUR ORLYO RLYEKS PBZ SBN VE RLYIJ MRLYD SRLYI,535260335,Department G,"BARIS APARTMASTRII, C BLU, D:1, STRIU:92/1",URDU CADDESI,,3/19/2016,1,596231
Country E,ANISTARA,BIRBNRLY MBKINB MUHENDBASMIK MEDIKBM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565637928,Department D,AGAC METAL SASTRI SIT 1436 SU STRIU32,IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6378,3/5/2015,1,234376
Country E,ADANA,KURONGBPI INSBBRLY RLYBBHHURLY VE RLYIJBRERLY MRLYD SRLYI,535232771,Department G,RESATBEY MAHALLESI,,,7/22/2020,1,354251
Country E,ADANA,PIRIM INSBBRLY RLYIJBRERLY BIMHBASBONGBR EMEKRLYRONIK BURO DONBNIMMBRI B S,525222774,Department E,"UGUISTRI AYHASTRI APARTMASTRII,:6,STRIU:11, 28",CEMALPASA MAHALLESI,,8/2/2017,1,682549
Country A,HERAT,MBSRLYERMOHBASRLY,850499599,Department G,64 METER STREET ADJACENT TO J,OE-E-NOW,93,7/20/2020,1,277987
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE NO. 1398, PUL-E-SURKH ROAD",KART-E-4,0,11/25/2014,1,65135
Country B,BAGHDAD,MIHHRLYS VBASIONS JOMPBNONG,559642993,Department G,ALSINAA ST BESIDE THE TECHNOL,OG,,5/15/2018,1,399948
Country E,ADANA,BBSERLYHIKS BIMBASIM RLYEKNOMOJIMERI IRLYHBMBRLY IHRBJBRLY RLYBBHHURLY RLYIJBRERLY MRLYD SRLYI,565750650,Department G,"GALERIA IS MEREISTRII, 148",,,9/11/2017,1,506666
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),B VE B DBAS RLYIJBRERLY MRLYD SRLYI,565541146,Department G,"ARDELESTRI 3-1 APARTMASTRII, 3ABC-9",66. ADA,34758,3/7/2017,1,457060
Country A,KABUL,EMERBMD RLYOWN HROUP JONSRLYRUJRLYI ON,850518493,Department G,2STREET OF TAIMANI,,,7/22/2014,1,997507
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,RESATBEY MAH 21 SU USTRIUR APT 11/1,,1120,7/5/2015,1,692901
Country C,JERUSALEM,R.S. MOHBASRLYIJBM SOMURLYIONS MRLYD,649217429,Department D,59/36 HAMELECH GEORGE,,9426125,8/16/2019,1,854949
Country A,HELMAND,RLYHIRSRLY PRORLYEJRLYION JOMPBNONG,850489791,Department E,GOVERNER STREET,,,7/19/2014,1,688516
Country B,BAGHDAD,WBDI BM-MBRJBN JOMPBNONG,557898960,Department G,KARADA,,,6/21/2012,1,88398
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),OPERLY PERLYROMJUMUK B S,631459559,Department D,65 ISILI MAHALLESI,,34696,9/4/2015,2,277505
Country A,KABUL,BBDUMHBI HBRDEZI JONSRLYRUJRLYION RLYHIRM,850485050,Department G,"HOUSE NO 626, STREET NO 10",,,1/29/2019,1,3159
Country A,HERAT,BSSBASRLY JONSUMRLYBNRLYS INJORPORBRLY ED,557738711,Department G,INTERCONTINENTAL MAIN ROAD,,99999,5/31/2021,1,662231
Country A,KABUL,KBBUMJBN JONSRLYRUJRLYION JOMPBNONG,850481330,Department G,BUTCHER ST. 1ST LEFT NO:286,,,12/18/2011,1,851610
Country E,ANISTARA,BERLYUR RLYURIZM RLYBSIMBJIMIK MRLYD SRLYI,565736287,Department E,HIPUDRUM CADDESI STRIUMARA 1,HIPUDRUM CADDESI STRIUMARA 1,6330,9/11/2019,1,5266
Country E,ANISTARA,BONGPIK SBVUNMB SBASRLYEMMERI SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533104684,Department D,"IVEDI USB, STRIU:41/A",GUMUSEL SASTRI. SIT.,6374,4/26/2020,1,908822
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,10/3/2019,1,648294
Country A,HERAT,BSSBASRLY JONSUMRLYBNRLYS INJORPORBRLY ED,557738711,Department G,INTERCONTINENTAL MAIN ROAD,,99999,1/9/2014,1,720857
Country C,BNEY AYISH,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department D,2 NETA BOULEVARD,RE'EM INDUSTRIAL PARK,60860,7/12/2011,1,781196
Country B,ERBIL,BM-HBKIM,559645661,Department G,ENGLISH VILLAGE ROAD,,44001,1/22/2020,1,183850
Country A,KABUL,NJEJ UIPROJEJRLYS JV,850496212,Department G,LOT 31 APT.4,"SILO-E-MARKZAI, KHOSH-HAL KHAN",,1/18/2013,2,752789
Country A,KABUL,BRLYHHHBN SRLYRONH HROUP,850523800,Department G,TAHYEA MASKAN,,,6/4/2015,3,257140
Country A,KABUL,BMWBONGS BESRLY MOHBASRLYIJ SERVIJES JOMPBNONG,850518880,Department G,2ND STREET PARK HAI SANATI,,,4/26/2015,1,316594
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,7/19/2016,3,619525
Country A,KABUL,BOOSRLY UNIQUE HROUP,850499362,Department G,40 METERS STREET NEAR HANGARA SQUARE,NEXT TO SHAMS LONDON ACADEMY,,1/10/2013,1,66035
Country A,KABUL,PBRSB WBONG MOHBASRLYIJS & SERVIJES,850526602,Department G,"RED CROSS STREET, SHAR E NAW",,,11/29/2012,4,656872
Country A,MAZAR-E-SHARIF,KBHKBSHBN BBMKH BUIMDINH BND ROBD JONSRLYRJURLYION JOMPBNONG,850480076,Department G,MAZAR - KABUL STREET,,,11/30/2016,1,376408
Country A,KABUL,HREEN MEBRLYH PBRRLYNERS MOHBASRLYIJS SERVIJES JO,850486001,Department G,KABUL CITY EDUCATION DEPARTMENT STREET,,24000,4/23/2013,5,674431
Country B,BAGHDAD,BBASH INJ.,534656160,Department G,AL KINDI SECTOR 213 ROAD 44,AL HARITHIA,9348,11/27/2014,1,87083
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department C,STRIU:196/B,HURRIYET MAHALLESI,1340,8/15/2018,1,564748
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,6/7/2017,2,81605
Country E,ADANA,"DINJKBN MBKINB, INSBBRLY RLYURIZM VE RLYEKSRLYIM  MRLYD. SRLYI.",870084290,Department G,TURUS  CADDESI,UZLEM  APT.  1 / 6,1120,3/8/2012,1,528216
Country E,ANISTARA,RLY M B MUHENDBASMIK MRLYD SRLYI,364711452,Department G,CUBASTRIYILDIISTRII SUA STRIU:1/3,CASTRIKAYA,6680,8/17/2016,2,900289
Country E,CANISTAYA,HUMONGB ERJBN MEPB RLYIJBRERLY,533089386,Department D,"IISTRIILAY MAHALLESI, 5/14",SEHIT ADEM YAVUZ SUKAK,,3/25/2014,1,517940
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRUJRLYION,559641338,Department G,MRF 4 TOWERS SHORSH MAIN ROAD,,,11/18/2017,1,869300
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,12/22/2017,1,978635
Country C,HERZLIYA,BIRD BEROSONGSRLYEMS MRLYD,533344792,Department G,10 HASADNAOT,,4672837,7/12/2019,1,956357
Country C,TIRAT CARMEL,MEMED DIBHNOSRLYIJS MRLYD,533243445,Department E,5 NACHUM HET,,,2/11/2019,1,435928
Country E,YENIMAHASURSURE,MEKBRLYRON SBVUNMB SBASRLYEMMERI - MUSRLYBRLYHB ONGBSIN PEHMIVBNOHMU,502673610,Department D,"IVUGSASTRI, 96",666.SUKAK,,9/22/2016,1,540385
Country E,ADANA,PIRIM INSBBRLY RLYIJBRERLY VE BIMHBASBONGBR EMEKRLYRONIK BURO DON MRLYD SRLYI,525222774,Department G,"SUMER APARTMASTRII, C BLU, 1-3",,,10/28/2014,1,21711
Country E,IINDIMIR,SHM DENIZ. VE KBRB RLYBS. VE PERLY.MRLYD.SRLYI.,566214667,Department D,GAISTRII BULVARI. STRIU.114 AT.8 DAIRE.8,,35000,3/18/2015,2,7996
Country E,ANISTARA,MBPBAS MBKINE DBNBASMBNMIK VE MBDEN RLYIJBRERLY BNONIM SIRKERLYI,502932728,Department D,ABCABC-4,BUYUKESAT MAHALLESI MAHATMA GASTRIDI CADDESI,6700,10/28/2016,2,334166
Country A,KABUL,MEHO BRLYHHHBN MOHBASRLYIJS,850492891,Department G,DISPAICHERI NEW BAGRAM ROAD,,,11/10/2015,2,791292
Country C,RAMAT GAN,EONGEJMIJK MRLYD,649891280,Department E,HATAAS 3,,52512,5/27/2012,3,383002
Country B,BAGHDAD,BSBWBR BM OMB,559642706,Department G,KARADA STREET 925/18/32 DAKHIL,,10069,8/8/2019,1,529640
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department D,STREET NO 52,,,5/18/2021,11,913267
Country C,NAHARIYA,BMBDES RLYEJHNOMOHONG MRLYD.,600014492,Department D,NORTHERN INDUSTRIAL ZONE,,22102,11/9/2014,1,329469
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),OPERLY PERLYROMJUMUK B S,631459559,Department D,65 ISILI MAHALLESI,,34696,11/26/2013,5,133459
Country A,KABUL,SHBHZBDB MUKHRLYBR JONSRLYRUJRLYION BND SUPPMIES JOMPBNONG,850489898,Department G,"KOLULAPUSHTA, TAMIMI",NAHYA 4,,2/23/2012,1,126927
Country E,ADANA,BJBKS ERBONG RLYUR RLYURIZM RLYBSIMBJIMIK HIZMERLYMERI INSBBRLY RLYIJBRERLY MIMIRLYED SIRKERLYI,565589751,Department D,STRIU:85,HURRIYET MAHALLESI,1340,12/20/2016,1,270270
Country A,KABUL,RLYHOX MOHBASRLYIJS & JONSRLYRUJRLYIONS,850471363,Department G,"GULZAD TRADING CTR, BARAKI-SH",AHRARA,,12/6/2013,1,624521
Country C,KIBBUTZ GAASH,PBMHBH BUIMDINH RLYEJHNOMOHIES MRLYD,534082698,Department E,HATZAR GAASH,,60950,11/5/2019,1,956058
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,11/25/2017,1,319514
Country E,YENIMAHASURSURE,ZHR INSBBRLY PMBSRLYIK MERLYBM MBKINB PROJE IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,504536630,Department D,"A USB IS MEREISTRII, 163/ABC2",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,,7/9/2014,1,746361
Country C,CAESREA,IRLYBMBR MEDIJBM MIMIRLYED,531857076,Department E,2 HAESHEL ST. IND. ZONE,,,12/14/2011,1,471526
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department G,"100 METER ST, SOUTH INDUSTRIA",L AREA,,8/21/2019,1,465279
Country C,BNEI AYISH,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department D,"2 NETA BLVD, RE'EM INDUSTRY PARK",,6086000,7/30/2017,1,290512
Country A,KHOST CITY,NBQIB EMHBM JONSRLYRUJRLYION JOMPBNONG,561379295,Department G,DUBAI PLAZA ROOM NO 3RD KHOST CITY,,,9/26/2020,1,466942
Country A,KABUL,BRLYHHHBN UNION RLYRBNSPORRLYBRLYION B ND MOHBASRLYIJS,850518485,Department G,"TARA KHAIL ROAD, DISTRICT 9",,,2/2/2020,1,839108
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,11/26/2016,2,984861
Country A,KABUL,JBMBM BZIZ JONSRLYRUJRLYION BND ENHINEERINH JOMPBNONG,850455821,Department G,"STREET NO 3, SHASHDARAK",,,9/13/2013,1,81622
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,4/3/2016,1,56779
Country B,BAGHDAD,IRBQ BM IQUHOWBN JOMPBNONG MRLYD,559641935,Department G,KARADADAKHIL 52 STREET,,,7/7/2017,1,531638
Country E,ESKISEHIR,SEJBNRLY RLYEKNOMOJI HEMBASRLYIRME SBNBONGI VE RLYIJBRERLY B S,519995352,Department D,"YAISTRIILIM ULE :2, 205",ASTRIADULU TEKSTRIULUJI ARASTIRMA PARKI,26110,1/28/2016,1,159978
Country C,OR YEHUDA,IMBHESBRLY INRLYERNBRLYIONBM N.V,532271210,Department E,6 NETANYAHU YONATAN,,6037604,7/8/2016,1,341468
Country A,KABUL,OMRBN HOMDINH HROUP,954553744,Department G,"HOUSE #1398, PUL-E-SURKH ROAD KARTE-CHAR",,0,3/8/2014,1,71584
Country C,KIBUTZ GAASH,PBMHBH BUIMDINH RLYEJHNOMOHIES MRLYD,534082698,Department D,KIBUTZ GAASH,,60951,10/9/2015,1,239930
Country E,GOSURSASI,SE SBVUNMB SBNBONGI HBVBJIMIK EMEKRLYRIK EMEKRLYRONIK MUHENDBASMIK IMBMBRLY SBNBONGI RLYIJBRERLY MRLYD SRLYI,533097145,Department D,TESTRIUPAR BISTRIASI BB-09,GAZI USTRIIVERSITESI GULBASI YERLESKESI,,8/17/2014,1,97499
Country A,KABUL,BHMBD KBIHBN NOORI JONSRLYRUJRLYION JOMPBNONG,850513147,Department G,"HOUSE5 LEFT, STREET15, WAZIR AKBAR KHAN",,,1/22/2014,2,718516
Country C,HERZLIYA,BEROSPBJE ENHINEERINH SBNN MRLYD.,534136692,Department D,16 KEREN HAYESOD,,46663,6/20/2012,1,216004
Country B,ERBIL,BMBASRLYIQBMB JOMPBNONG,559641650,Department G,ASHTI STREET BLD. 240,,,6/7/2019,1,331923
Country A,HERAT,BSSBASRLY JONSUMRLYBNRLYS INJORPORBRLY ED,557738711,Department G,INTERCONTINENTAL MAIN ROAD,,99999,5/31/2015,1,423386
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,6/3/2018,1,995980
Country C,MIGDAL HA'EMEK,R.S.M. EMEJRLYRONIJS MRLYD.,600041321,Department G,RAMAT GABRIEL INDUSTRIAL ZONE,,10550,9/30/2014,1,444745
Country E,SEYHAN,RLYBONGMBN INSBBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367117186,Department G,"ISTRIIYA UCU APARTMASTRII, 14-1",KURTULUS MAHALLESI,1120,10/7/2017,1,692616
Country A,KABUL,SUMBIMBN BRZO MOHBASRLYIJS SERVIJES JOMPBNONG,561236379,Department G,CHICKEN STREET SHAR E NAW KHAKH ZARKASHAN,,5050,10/15/2018,1,646768
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,9/26/2019,1,866406
Country E,IINDIMIR,SHM DENIZJIMIK DENIZ VE KBRB RLYBSIMBJIMIHI PERLYROM VE PERLYROM URUNMERI MBD RLYUR INS MRLYD SRLYI,566214667,Department D,"GAISTRII BULVARI, :8, STRIU:114",ISMET KAPTASTRI MAHALLESI,35280,12/10/2020,1,402079
Country B,BALAD,BBHHDBD BM RLYBQBDUM JOMPBNONG,559641839,Department G,AL-HUSSEIN NEIGHBORHOOD ST,,34011,5/5/2017,1,630461
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,6460,1/30/2013,3,932692
Country A,KABUL,BZIMI WORMD WIDE HROUP JONSRLYRUJRLYION,850490880,Department G,SHAHRE NAW,,,1/31/2013,2,371610
Country E,SEYHAN,RLYRUVB NBKMIONGBRLY HIDB IRLYH IHR RLYIJ MRLYD SRLYI,600774009,Department G,URTULUS MAH ISTRIIYAPASA BULV 64009 S STRIU 8,ATAKASTRI APT K 2 DA 4 B/BLUK,99999,6/10/2013,2,656263
Country C,MIGDAL HAEMEK,R.S.M. EMEJRLYRONIJS MRLYD.,600041321,Department D,RAMAT GABRIEL IND. ZONE,,10550,10/31/2016,1,130324
Country E,SARICAM - INCIRSURIK - ADANA,ONGBPIJI RLYRZM.SEONG.END.RLYEM.MRLYD.SRLYI.,552245581,Department G,YESTRIIMAHALLE ISTASYUSTRI CAD.STRIU-2-B,,1340,9/6/2012,1,340299
Country B,BAGHDAD,SBRLYHBB BM RBWBBONG,534601274,Department G,BAGHDAD STREET,,99999,6/13/2021,1,166257
Country A,KABUL,SHBHI NOOR JONSRLYRUJRLYION JOMPBNONG,850495762,Department G,CHOLE STOON,,,11/4/2013,1,917736
Country B,ERBIL,HBMIBWB JOMPBNONG,534658138,Department G,SHORSH,,,2/15/2017,1,713921
Country A,KABUL,BOOSRLY WOMEN JONSRLYRUJRLYION,561233357,Department G,CHARAHI TAIMANI,,26000,1/18/2019,1,782473
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,7/4/2019,1,853164
Country A,KABUL,NORRLYHERN BRLYHHHBNBASRLYBN MOHBASRLYIJ SERVIJES,850531050,Department G,PARK HA-E-SANATI 9TH DISTRICT,,,12/21/2013,1,901323
Country A,HERAT,RLYHIRSRLY HMOBBM ENHINEERINH &JON SRLYRUJRLYION JOMPBNONG,850495603,Department G,GOLISTAN STREET HOUSE 158,GOLISTAN STREET HOUSE 158,00937-993,9/10/2011,1,132438
Country E,ISRSURYANSUSUR (EUROPE),PERLYROM ORLYHBASI BNONIM SIRKERLYI,643409493,Department D,STRIU:33,ESKI BUYUKDERE CADDESI,34450,7/22/2019,1,835812
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRU JRLYION,559641338,Department G,MRF 4 TOWERS IN FRONT OF EMPI,"RE, BLOCK C, 8TH FL",99999,1/16/2017,1,604882
Country A,KABUL,SRLYBRLYE JORPS MIMIRLYED,850455155,Department G,KARTE 4 KABUL,PULE ALAM LOGAR,24000,5/2/2014,1,613697
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,1/21/2014,1,429018
Country E,ANISTARA,EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B.S.,552243883,Department G,BILESTRIT PLAISTRIA  A3 - BLU  B20,BILKESTRIT,6800,7/30/2013,1,480575
Country E,ANISTARA,ONGUKSEM INSBBRLY B S,643296395,Department G,"SUGUTUISTRIU CADDESI, STRIU:14/A",BESTEPELER,6560,8/15/2014,1,770067
Country A,KABUL,HMOBBM ENHINEERINH & JONSUMRLYINH SERVIJES,954522319,Department G,STREET 13 WAZIR AKBAR KHAN,,0,9/10/2013,1,357326
Country C,RAMAT HASHARON,IMI SONGSRLYEMS MRLYD,531952101,Department G,64 BIALIK BLVD.,,4720525,11/26/2018,1,324784
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,5/25/2018,1,308541
Country A,KABUL,HHBRBNONG EXJEMMENJE JONSRLYRUJRLYIO N,561233290,Department G,"KARTE-PARWAN, LANE 15, HOUSE 1",1,1001,8/20/2020,1,269524
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,3/30/2017,8,236397
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,7/11/2015,1,767572
Country E,ADANA,SERLY DBAS RLYIJBRERLY SBNBONGI PERLYROM RLYBSIMBJIMIK BRLYIK RLYESBASMERI BIMBASIM VE INSBBRLY MRLYD SRLYI,364714373,Department G,"HASASTRI ESISTRI APARTMASTRII, 12","CEMALPASA MAHALLESI, ASMA KAT",,8/11/2016,1,795064
Country A,KABUL,INMBND PERLYROMEUM IMPORRLY JOMPBN ONG,561233090,Department G,"SECTOR 11, STREE 1",,0,3/21/2019,1,667833
Country A,KABUL,BVB SRLYBNDBRD MOHBASRLYIJ SERVIJES,561234616,Department G,PHASE ONE SHARAK ARYA C3 BLOCK,,26000,11/29/2020,1,11679
Country B,BAGHDAD,BNWBR BM BDHBMONGIB JOMPBNONG,557731677,Department G,AL KERRADA AL-WATHIQ SQ,,10069,10/23/2015,1,161312
Country A,KABUL,BJMBM KBWSBR MOHBASRLYIJS SERVIJES JOMPBNONG,850528979,Department G,KOLOLA POSHTA,,,2/3/2019,1,473603
Country E,ANISTARA,MBKES MBKINB-NURRLYEN OZBEK,502661068,Department D,442ABC3,AKPISTRIAR MAHALLESI,6100,1/14/2013,1,100690
Country A,KABUL,SBNB BRLYHHHBN JONSRLYRUJRLYION JOMPBNONG,850480461,Department G,SHAHRENAW,,,9/18/2013,1,59749
Country C,HOLON,EMBIRLY SONGSRLYEMS SBR BND DBRLYB MINKS - EMBASRB MRLYD,514472125,Department E,29 HAMERKAVA,,58851,10/18/2016,1,992074
Country A,KABUL,ROBD BND ROORLYH JONSRLYRUJRLYION JOMPBNONG,850459378,Department G,"HOUSE - 105, STREET - 1, KOLOLAPOSHTA ROAD, KABUL",,,5/1/2012,1,895775
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,10/15/2018,2,122466
Country E,ISRSURYANSUSUR,PERLYROM ORLYHBASI B S,643409493,Department D,ESI BUYUDERE CADDESI STRIU: 3ABC,,34398,4/12/2014,2,389350
Country E,"ADANA,",BSRLYHB UMUSMBRBRBSI INSBBRLY SBNBONGI VE RLYIJBRERLY B S,565406126,Department G,"URSUSTRI APARTMASTRII, AT: 3, STRIU:44",,1120,10/31/2020,2,58910
Country E,ADANA,"DINJKBN MBKINB, INSBBRLY RLYURIZM VE RLYEKSRLYIM MRLYD. SRLYI.",870084290,Department G,TURUS CADDESI,UZLEM APT. 1 / 6,1120,5/8/2014,2,339347
Country B,BAGHDAD,ERBIM ENRLYERPRBASES JOMPBNONG,559645422,Department G,ALKARRADAH STREET,,10069,6/28/2020,1,547433
Country E,KOCAESURI,IZBONGDBS IZMIRLY BRLYIK VE BRRLYIKMBRI BRIRLYMB ONGBKMB VE DEHERMENDIRME B S,600787555,Department D,SULALAR UYU MEVII,,66,4/15/2019,2,632414
Country E,"OSRSURYIM, YENIMAHASURSURE",EJ2 MBKINB INSBBRLY HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,505270594,Department D,"UISTRIASTRIADULU SASTRIAYI SITESI, 25",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6105,12/1/2015,2,786896
Country A,KABUL,WBASE SRLYRBRLYEHIJ JOMMUNIJBRLYION,850477035,Department G,"HOUSE #5 ? DEHMAZANG STREET, D",IST #3,,6/26/2017,1,568652
Country B,BAGHDAD,BM-HIKMBIRLY INRLYERNBRLYIONBM JO,559641946,Department G,14THRAMADAN,,,11/12/2018,1,196953
Country E,ANISTARA,SEONGDB NUR SEONGHBN,533111681,Department D,STRIU:4/9,GUSTRIESEVLER MAHALLESI 133 SUKAK,6030,9/21/2015,1,666159
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,4/8/2018,2,947022
Country A,KABUL,JBMBM BZIZ JONSRLYRUJRLYION BND ENHINEERINH JOMPBNONG,850455821,Department G,OPPOSITE SETARA HIGH SCHOOL,SHASHDARAK,25000,3/1/2013,1,549017
